qindex,ASSIM-N_I,ASSIM_I,MADDA_I,SHAMS_I,MIN-W_I,MIN-Y_I,P_SIL_I,SIL_I,SAKT_I,ASSIM-M_B,ASSIM-N_B,ASSIM_B,MADDA_B,CLIT-H_B,MIN-Y_B,SIL_B
80:10:2,1,0,1,0,0,0,0,0,0,0,10,0,2,5,0,0
80:20:2,4,0,2,1,0,0,0,0,0,0,4,0,2,6,0,0
80:28:2,0,0,3,1,0,0,0,0,0,0,12,0,0,2,0,0
80:38:3,1,0,1,5,0,0,0,1,0,0,5,0,0,0,0,0
81:5:2,1,0,1,3,1,0,0,0,0,0,2,0,1,0,0,0
81:15:1,1,0,0,1,0,0,0,0,0,1,6,0,1,1,0,0
81:23:4,2,0,2,4,0,0,0,0,0,0,6,0,0,0,0,0
82:2:1,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0
82:8:6,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0
82:17:3,0,0,0,6,0,0,0,1,0,0,5,0,1,0,0,0
83:3:1,0,0,1,1,0,0,0,1,0,1,6,1,2,0,0,0
83:10:2,0,0,0,1,0,0,0,1,1,1,1,0,2,1,0,0
83:15:3,1,0,0,0,0,0,0,1,0,1,4,0,2,1,0,0
83:22:2,1,0,1,1,0,0,0,0,0,0,5,0,0,2,0,0
83:29:3,2,0,3,0,0,0,0,9,0,0,0,0,4,0,0,0
83:34:5,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0
84:5:3,2,0,2,0,0,0,0,0,0,0,4,0,1,5,0,0
84:11:2,0,0,0,1,0,0,0,1,0,0,4,0,3,5,0,0
84:19:2,0,0,1,5,0,0,0,1,0,1,2,0,0,0,0,0
85:1:7,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0
85:16:2,0,0,2,6,0,0,0,1,0,1,7,0,0,0,0,0
86:2:1,2,0,2,5,0,0,0,0,0,0,8,0,1,2,0,0
86:9:2,0,0,2,4,0,0,0,0,0,0,8,0,0,2,0,0
87:1:2,1,0,1,4,0,0,0,0,0,0,2,0,2,1,0,0
87:10:3,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0
87:18:3,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0
88:6:5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
88:16:1,2,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0
88:23:4,0,0,0,5,0,0,0,0,0,1,2,0,1,0,0,0
89:6:1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
89:13:1,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0
89:21:5,1,0,1,3,0,0,0,0,0,0,9,0,3,2,0,0
90:3:3,1,0,0,1,0,0,0,0,0,0,6,1,1,2,0,0
90:11:2,0,0,0,4,0,0,0,0,0,0,6,0,1,0,0,0
91:3:1,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0
91:12:2,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
92:3:2,1,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0
92:12:3,2,0,1,0,0,0,0,0,0,0,3,0,2,2,0,0
92:20:4,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0
93:7:1,1,0,3,4,0,0,0,0,0,0,2,0,1,0,0,0
94:3:2,2,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0
95:4:1,2,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0
96:2:4,2,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0
96:11:2,1,0,0,4,0,0,0,0,0,1,6,0,3,1,0,0
96:19:2,1,0,0,3,0,0,0,0,0,0,2,1,2,0,0,0
98:1:2,1,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0
98:4:7,0,0,2,4,0,0,0,5,0,0,1,0,2,0,0,0
98:6:10,1,0,3,2,0,0,0,4,0,0,3,0,2,0,0,0
98:8:15,1,0,0,3,0,0,0,1,0,0,2,0,0,1,0,0
99:6:2,0,0,0,4,0,0,0,1,0,0,10,0,0,3,0,0
100:5:1,1,0,0,1,0,0,0,0,0,1,3,0,0,4,0,0
100:11:5,1,0,0,4,0,0,0,0,0,0,4,0,1,1,0,0
101:8:2,0,0,0,4,0,0,0,0,0,0,2,0,1,2,0,0
102:5:4,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0
104:2:1,1,0,0,1,0,0,0,0,0,1,4,0,2,3,0,0
105:1:2,0,0,0,6,0,0,0,0,0,1,6,0,0,0,0,0
106:1:5,0,0,1,6,0,1,0,1,0,2,3,0,1,0,0,0
107:3:2,0,0,1,3,0,0,0,0,0,0,2,0,1,0,0,0
109:1:1,2,1,1,3,0,0,1,0,0,0,1,0,6,0,0,0
109:6:4,0,0,1,9,0,0,0,0,0,0,2,0,1,1,0,0
111:1:7,0,0,0,5,0,0,0,0,0,0,6,0,1,2,0,0
112:2:2,0,0,0,5,0,0,0,0,0,0,5,0,0,1,0,0
113:4:4,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0
114:6:3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
